transaction_id,order_date,customer_id,store_name,city,product_name,category,size,quantity,unit_price_inr,discount_percent,total_amount_inr,payment_method,customer_rating,loyalty_member,order_channel
TXN00331,05-21-2025,CUST1074,Starbucks Indiranagar,Noida,Cold Brew,Frappuccino,grande,1.0,free,5.0,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable
TXN00332,2025-10-22,Unavailable,Starbucks CP,Delhi,Mocha,Coffee,VENTI,2.0,320,10.0,576,Unavailable,Unavailable,Unavailable,Unavailable
TXN00333,18/01/2025,CUST1037,Starbucks Sector-35,Gurugram,Spinach Feta Wrap,Food,grande,0.0,325,0.0,Unavailable,UPi,4.5,no,app
TXN00334,2025-06-21,CUST1077,Starbucks Phoenix Mall,Mumbai,Caffè Latte,Coffee,VENTI,1.0,285,5.0,Unavailable,Cash,4,Yes,Delivery
TXN00335,2026-05-31,CUST1143,starbucks Phoenix Mall,Mumbai,Espresso,Coffee,Grande,0.0,225,20.0,0,Unavailable,4.5,no,Walk-in
TXN00336,29/03/2026,CUST1007,Starbucks Hitech City,Hyderabad,Cold Brew,Coffee,Short,0.0,290,15.0,ERROR,card,5,No,Swiggy
TXN00337,2025-02-13,CUST1131,Starbucks Mall Road,Ludhiana,Caramel Macchiato,Coffee,Tall,1.0,340,0.0,340,UPI,1,YES,App
TXN00338,2025-12-26,CUST1071,Starbucks Cyber Hub,Bengaluru,Blueberry Muffin,Bakery,Short,1.0,170,5.0,Unavailable,UPI,6,Yes,App
TXN00339,2025-04-12,CUST1121,Starbucks Sector 17,Chandigarh,Espresso,Coffee,Grande,2.0,190,0.0,380,Cash,five,YES,Unavailable
TXN00340,2025-05-20,CUST1073,Starbucks CP,Delhi,Java Chip Frappuccino,Frappuccino,Unavailable,4.0,free,0.0,Unavailable,card,4.5,no,Zomato
TXN00341,2026-03-15,CUST1121,Starbucks Koregaon Park,Pune,Iced Tea,Tea,Grande,2.0,230,5.0,Unavailable,Unavailable,3.5,no,Walk-in
TXN00342,23/07/2025,CUST1103,Starbucks CP,Delhi,Cold Brew,Coffee,grande,1.0,310,0.0,Unavailable,card,3,Unavailable,Unavailable
TXN00343,2026-04-11,CUST1127,Starbucks Koregaon Park,Pune,Cappuccino,Coffee,Grande,4.0,290,5.0,Unavailable,Unavailable,five,Unavailable,App
TXN00344,2025-03-20,CUST1075,Starbucks Indiranagar,Noida,Caramel Macchiato,Coffee,VENTI,3.0,355,0.0,1065,Card,5,Yes,Unavailable
TXN00345,03/02/2025,CUST1077,Starbucks Mall Road,Ludhiana,Turkey Sandwich,Food,grande,0.0,360,15.0,0,Unavailable,3.5,no,Walk-in
TXN00346,2025-06-10,CUST1096,Starbucks Mall Road,Ludhiana,Pumpkin Spice Latte,Coffee,VENTI,-1.0,405,5.0,Unavailable,Card,6,Yes,App
TXN00347,2026-01-01,CUST1062,STARBUCKS MI Road,Jaipur,Caramel Macchiato,Coffee,Grande,1.0,340,0.0,Unavailable,card,4.5,Yes,app
TXN00348,2025-10-01,CUST1005,Starbucks Sector-35,Gurugram,Caramel Macchiato,Merchandise,Grande,0.0,320,20.0,0,Unavailable,6,Yes,Swiggy
TXN00349,23/03/2026,CUST1019,Starbucks Koregaon Park,Pune,Cappuccino,Coffee,Tall,3.0,315,0.0,945,card,6,Unavailable,Unavailable
TXN00350,2026-05-02,CUST1019,Starbucks Hitech City,Hyderabad,Blueberry Muffin,Bakery,Unavailable,1.0,205,0.0,205,UPi,6,No,Unavailable
TXN00351,11/07/2025,CUST1119,Starbucks Sector 17,Chandigarh,Java Chip Frappuccino,Frappuccino,Unavailable,0.0,375,5.0,Unavailable,Card,3,Unavailable,Swiggy
TXN00352,2025-03-07,CUST1073,Starbucks MI Road,Jaipur,Cappuccino,Coffee,Unavailable,1.0,280,10.0,252,Wallet,3.5,Yes,Delivery
TXN00353,2025-02-07,CUST1007,Starbucks MI Road,Jaipur,Mocha,Frappuccino,Venti,0.0,330,5.0,Unavailable,Card,3.5,Unavailable,Unavailable
TXN00354,03/04/2025,CUST1035,Starbucks MI Road,Jaipur,Blueberry Muffin,Tea,Grande,1.0,190,10.0,Unavailable,card,2,no,Walk-in
TXN00355,2025-08-30,CUST1044,Starbucks MI Road,Jaipur,Mocha,Coffee,Tall,3.0,355,15.0,905.25,Unavailable,6,Unavailable,app
TXN00356,29/05/2025,Unavailable,Starbucks Cyber Hub,Bengaluru,Chocolate Croissant,Bakery,Short,-1.0,₹210,20.0,Unavailable,card,Unavailable,Unavailable,Unavailable
TXN00357,Unavailable,CUST1077,Starbucks Cyber Hub,Bengaluru,Americano,Coffee,Short,3.0,265,0.0,795,Cash,five,no,app
TXN00358,2026-05-19,CUST1085,Starbucks CP,Delhi,Turkey Sandwich,Food,Venti,4.0,375,0.0,1500,card,5,Unavailable,Walk-in
TXN00359,08/07/2025,CUST1000,Starbucks Sector 17,Chandigarh,Cappuccino,Coffee,Grande,-1.0,305,15.0,-259.25,UPI,Unavailable,No,Swiggy
TXN00360,17/05/2025,CUST1083,Starbucks Mall Road,Ludhiana,Espresso,Coffee,Venti,1.0,225,20.0,180,Unavailable,4.5,no,Swiggy
TXN00361,22/06/2025,CUST1066,Starbucks Mall Road,Ludhiana,Caffè Latte,Coffee,Grande,1.0,285,5.0,Unavailable,Card,2,Unavailable,Unavailable
TXN00362,2025-09-30,CUST1033,Starbucks Cyber Hub,Bengaluru,Blueberry Muffin,Bakery,grande,0.0,190,0.0,0,Wallet,4,no,Delivery
TXN00363,12/09/2025,CUST1117,Starbucks Indiranagar,Noida,Java Chip Frappuccino,Frappuccino,Unavailable,2.0,355,10.0,639,Wallet,4,Unavailable,Unavailable
TXN00364,2025-08-29,Unavailable,STARBUCKS Sector-35,Gurugram,Chocolate Croissant,Bakery,Unavailable,2.0,210,0.0,420,UPi,2,No,App
TXN00365,2025-11-21,CUST1080,Starbucks Mall Road,Ludhiana,Pumpkin Spice Latte,Coffee,grande,-1.0,380,5.0,Unavailable,UPi,4.5,no,Zomato
TXN00366,Unavailable,CUST1112,Starbucks MI Road,Jaipur,Turkey Sandwich,Food,Tall,2.0,360,5.0,Unavailable,Unavailable,4.5,YES,Delivery
TXN00367,2026-05-12,CUST1037,Starbucks Hitech City,Hyderabad,Chocolate Croissant,Bakery,Venti,0.0,190,0.0,0,Cash,Unavailable,Unavailable,Zomato
TXN00368,2025-03-20,CUST1024,Starbucks Indiranagar,Noida,Pumpkin Spice Latte,Coffee,Grande,2.0,₹390,0.0,Unavailable,UPi,five,No,App
TXN00369,04/12/2025,CUST1115,Starbucks Indiranagar,Noida,Cold Brew,Coffee,Venti,0.0,325,5.0,Unavailable,Wallet,5,Yes,Zomato
TXN00370,07-02-2025,Unavailable,STARBUCKS MI Road,Jaipur,Cappuccino,Coffee,grande,1.0,305,5.0,Unavailable,Cash,6,Yes,Zomato
TXN00371,07-24-2025,CUST1121,Starbucks CP,Delhi,Matcha Latte,Tea,Venti,2.0,360,0.0,Unavailable,Unavailable,4.5,Unavailable,Unavailable
TXN00372,2025-03-27,CUST1122,Starbucks Sector-35,Gurugram,Cold Brew,Merchandise,grande,2.0,310,0.0,620,Wallet,Unavailable,Unavailable,Unavailable
TXN00373,27/02/2026,CUST1145,Starbucks CP,Delhi,Americano,Coffee,Tall,1.0,250,0.0,250,UPI,five,Unavailable,Unavailable
TXN00374,01/11/2025,CUST1115,Starbucks MI Road,Jaipur,Caramel Macchiato,Coffee,Venti,4.0,365,0.0,1460,Wallet,2,No,Walk-in
TXN00375,2025-01-14,CUST1103,starbucks Sector 17,Chandigarh,Chocolate Croissant,Bakery,Unavailable,1.0,210,20.0,168,card,five,Unavailable,app
TXN00376,2025-07-15,CUST1048,Starbucks Phoenix Mall,Mumbai,Chocolate Croissant,Bakery,Short,4.0,225,10.0,810,Unavailable,2,Unavailable,Swiggy
TXN00377,2026-04-01,CUST1115,starbucks Sector 17,Chandigarh,Cold Brew,Coffee,Unavailable,1.0,310,5.0,Unavailable,Card,3.5,YES,App
TXN00378,2025-10-25,CUST1131,Starbucks Indiranagar,Noida,Cold Brew,Coffee,Unavailable,4.0,325,20.0,1040,Wallet,Unavailable,Unavailable,App
TXN00379,2025-12-22,CUST1041,Star bucks Mall Road,Ludhiana,Espresso,Merchandise,Short,1.0,200,10.0,180,Wallet,3.5,Unavailable,app
TXN00380,not available,CUST1053,Starbucks MI Road,Jaipur,Turkey Sandwich,Food,Venti,0.0,385,0.0,0,Cash,5,No,Delivery
TXN00381,02-18-2025,CUST1091,Starbucks Cyber Hub,Bengaluru,Pumpkin Spice Latte,Coffee,Tall,4.0,415,5.0,Unavailable,UPI,5,YES,Unavailable
TXN00382,12-30-2025,CUST1068,Starbucks Koregaon Park,Pune,Cold Brew,Coffee,Grande,-1.0,290,5.0,-275.5,Card,Unavailable,no,Unavailable
TXN00383,2025-06-21,CUST1092,Starbucks Sector 17,Chandigarh,Spinach Feta Wrap,Food,Unavailable,1.0,290,0.0,Unavailable,UPI,five,No,app
TXN00384,2026-05-01,CUST1021,Starbucks Sector 17,Chandigarh,Cappuccino,Coffee,Short,2.0,270,5.0,Unavailable,Cash,3.5,Unavailable,Unavailable
TXN00385,2026-01-06,CUST1002,Starbucks Mall Road,Ludhiana,Blueberry Muffin,Bakery,Unavailable,4.0,215,20.0,Unavailable,Cash,3.5,no,App
TXN00386,2025-11-08,CUST1071,Starbucks Koregaon Park,Pune,Java Chip Frappuccino,Frappuccino,Short,1.0,390,0.0,440,Unavailable,five,Unavailable,app
TXN00387,Unavailable,CUST1054,STARBUCKS CP,Delhi,Turkey Sandwich,Food,Venti,4.0,375,5.0,1425,Card,5,Yes,Zomato
TXN00388,2025-09-23,CUST1031,Starbucks Sector 17,Chandigarh,Mocha,Coffee,Short,4.0,330,5.0,Unavailable,Wallet,2,YES,Zomato
TXN00389,18/04/2025,CUST1092,Starbucks Sector-35,Gurugram,Americano,Coffee,Unavailable,1.0,275,0.0,Unavailable,UPI,3.5,Yes,App
TXN00390,2026-02-17,CUST1127,Starbucks Hitech City,Hyderabad,Java Chip Frappuccino,Frappuccino,Unavailable,2.0,375,5.0,Unavailable,Unavailable,2,No,Delivery
TXN00391,12/04/2026,CUST1143,starbucks Sector-35,Gurugram,Espresso,Coffee,Unavailable,0.0,215,0.0,0,UPI,five,Yes,app
TXN00392,2025-11-07,CUST1036,Starbucks Koregaon Park,Pune,Pumpkin Spice Latte,Coffee,Short,1.0,390,0.0,Unavailable,Cash,4.5,Unavailable,Unavailable
TXN00393,2026-04-09,CUST1033,Starbucks Mall Road,Ludhiana,Caffè Latte,Coffee,Unavailable,1.0,285,0.0,285,Unavailable,3.5,No,app
TXN00394,12-14-2025,CUST1071,Starbucks Cyber Hub,Bengaluru,Cold Brew,Coffee,grande,1.0,325,20.0,Unavailable,UPI,3.5,Unavailable,Walk-in
TXN00395,03/05/2026,CUST1136,Starbucks Sector-35,Gurugram,Mocha,Coffee,Unavailable,1.0,330 INR,0.0,Unavailable,UPI,6,Unavailable,app
TXN00396,2025-11-21,CUST1025,Starbucks Phoenix Mall,Mumbai,Java Chip Frappuccino,Frappuccino,Grande,1.0,375,15.0,318.75,Cash,3.5,YES,Unavailable
TXN00397,2025-04-12,CUST1082,Starbucks Sector 17,Chandigarh,Iced Tea,Tea,Tall,3.0,230,0.0,690,Wallet,1,No,Swiggy
TXN00398,2026-02-21,CUST1059,Starbucks Sector 17,Chandigarh,Matcha Latte,Tea,Venti,4.0,₹345,0.0,Unavailable,card,5,Unavailable,Unavailable
TXN00399,2026-03-10,CUST1118,Starbucks Phoenix Mall,Mumbai,Matcha Latte,Unavailable,Venti,1.0,335,15.0,284.75,Card,five,Yes,Unavailable
TXN00400,16/10/2025,CUST1144,Starbucks Indiranagar,Noida,Americano,Coffee,Venti,4.0,275,15.0,935,card,4,no,Swiggy
TXN00401,2025-11-26,Unavailable,Starbucks Mall Road,Ludhiana,Pumpkin Spice Latte,Coffee,Unavailable,3.0,415,15.0,1058.25,Card,5,Yes,Delivery
TXN00402,03-21-2025,CUST1113,Starbucks CP,Delhi,Java Chip Frappuccino,Frappuccino,VENTI,0.0,390,20.0,0,Unavailable,five,No,App
TXN00403,01-02-2026,CUST1077,Starbucks Sector 17,Chandigarh,Cold Brew,Coffee,VENTI,0.0,300,0.0,0,Card,4,YES,Unavailable
TXN00404,28/05/2026,CUST1144,STARBUCKS MI Road,Jaipur,Turkey Sandwich,Food,Venti,2.0,360,0.0,720,UPI,4,No,Zomato
TXN00405,Unavailable,CUST1013,Starbucks Sector 17,Chandigarh,Turkey Sandwich,Food,Unavailable,-1.0,350,10.0,-315,card,4,Yes,Unavailable
TXN00406,2026-04-05,CUST1085,Starbucks Koregaon Park,Pune,Matcha Latte,Tea,Unavailable,1.0,370,5.0,ERROR,UPI,1,No,Swiggy
TXN00407,2025-12-09,CUST1061,Starbucks MI Road,Jaipur,Caramel Macchiato,Coffee,Short,1.0,320,0.0,320,UPI,Unavailable,Unavailable,Unavailable
TXN00408,01-22-2026,CUST1016,Starbucks Sector 17,Chandigarh,Blueberry Muffin,Bakery,Tall,1.0,190,0.0,Unavailable,card,2,Unavailable,Unavailable
TXN00409,25/02/2026,CUST1002,Starbucks MI Road,Jaipur,Cold Brew,Coffee,Grande,-1.0,290,0.0,-290,UPi,5,Unavailable,App
TXN00410,11/03/2025,CUST1130,Starbucks Sector 17,Chandigarh,Matcha Latte,Tea,Unavailable,2.0,345,0.0,690,Cash,2,No,Delivery
TXN00411,2025-05-30,CUST1087,Starbucks Hitech City,Hyderabad,Blueberry Muffin,Bakery,Venti,1.0,190,20.0,Unavailable,Card,five,No,App
TXN00412,24/04/2026,CUST1085,Starbucks Cyber Hub,Bengaluru,Java Chip Frappuccino,Frappuccino,Unavailable,2.0,365,0.0,730,Card,4.5,no,Swiggy
TXN00413,2025-12-06,CUST1001,Starbucks Cyber Hub,Bengaluru,Turkey Sandwich,Food,Venti,2.0,375,5.0,Unavailable,card,6,no,Swiggy
TXN00414,2025-06-28,CUST1044,Starbucks Cyber Hub,Bengaluru,Iced Tea,Tea,Tall,3.0,255,0.0,765,Cash,1,YES,Walk-in
TXN00415,2025-09-03,CUST1043,Starbucks Cyber Hub,Bengaluru,Caffè Latte,Coffee,Unavailable,4.0,275,0.0,1100,UPI,4.5,Yes,Delivery
TXN00416,2025-11-22,CUST1011,Starbucks MI Road,Jaipur,Turkey Sandwich,Food,grande,2.0,385,5.0,731.5,Cash,five,YES,Swiggy
TXN00417,25/03/2025,CUST1016,Starbucks Mall Road,Ludhiana,Caffè Latte,Coffee,VENTI,1.0,285,5.0,Unavailable,Unavailable,6,Unavailable,Unavailable
TXN00418,2026-02-15,CUST1051,Starbucks Mall Road,Ludhiana,Caramel Macchiato,Coffee,Unavailable,-1.0,340,5.0,Unavailable,Unavailable,Unavailable,Unavailable,Delivery
TXN00419,2025-12-27,CUST1131,Starbucks CP,Delhi,Turkey Sandwich,Food,Unavailable,-1.0,360,0.0,-360,UPi,3,no,app
TXN00420,2025-03-26,CUST1139,Starbucks CP,Delhi,Americano,Coffee,Grande,0.0,240,5.0,0,UPI,5,Yes,app
TXN00421,09/10/2025,CUST1035,Starbucks Koregaon Park,Pune,Caffè Latte,Coffee,grande,2.0,285,15.0,484.5,Card,5,YES,Zomato
TXN00422,2025-06-02,CUST1053,Starbucks Sector-35,Gurugram,Spinach Feta Wrap,Food,Unavailable,4.0,310,0.0,1240,Unavailable,Unavailable,YES,Walk-in
TXN00423,31/01/2025,CUST1032,Starbucks Mall Road,Ludhiana,Cappuccino,Coffee,VENTI,4.0,290,5.0,1102,UPi,Unavailable,No,Unavailable
TXN00424,23/05/2025,CUST1146,starbucks Indiranagar,Noida,Java Chip Frappuccino,Frappuccino,Unavailable,-1.0,375,10.0,-337.5,UPI,4.5,Unavailable,Unavailable
TXN00425,01/07/2025,Unavailable,Starbucks CP,Delhi,Mocha,Coffee,grande,1.0,330,5.0,Unavailable,Wallet,5,No,Zomato
TXN00426,not available,CUST1137,Starbucks Sector 17,Chandigarh,Iced Tea,Tea,Short,1.0,230,15.0,195.5,Cash,five,No,Zomato
TXN00427,2025-07-27,CUST1036,Starbucks Indiranagar,Noida,Java Chip Frappuccino,Frappuccino,Short,0.0,390,0.0,0,UPi,6,Unavailable,Unavailable
TXN00428,11-01-2025,CUST1044,Starbucks Hitech City,Hyderabad,Matcha Latte,Tea,Unavailable,1.0,325,10.0,292.5,Unavailable,Unavailable,no,Delivery
TXN00429,26/10/2025,CUST1055,Starbucks Koregaon Park,Pune,Chocolate Croissant,Bakery,Grande,1.0,210,5.0,199.5,UPi,3,Yes,Walk-in
TXN00430,2025-02-15,CUST1118,Starbucks Koregaon Park,Pune,Espresso,Coffee,Unavailable,4.0,200,5.0,Unavailable,Card,3,Yes,Zomato
TXN00431,2025-09-06,CUST1071,Star bucks Mall Road,Ludhiana,Cold Brew,Coffee,Venti,3.0,300,5.0,Unavailable,card,Unavailable,Yes,Unavailable
TXN00432,05/02/2025,CUST1133,Starbucks Hitech City,Hyderabad,Caramel Macchiato,Coffee,Unavailable,2.0,355,0.0,710,card,Unavailable,no,App
TXN00433,Unavailable,CUST1049,Starbucks Cyber Hub,Bengaluru,Pumpkin Spice Latte,coffee,Grande,2.0,415,5.0,788.5,Cash,4.5,Unavailable,Delivery
TXN00434,2026-02-09,CUST1027,Starbucks Cyber Hub,Bengaluru,Caffè Latte,Coffee,VENTI,3.0,265,15.0,675.75,Card,five,no,Swiggy
TXN00435,25/02/2026,CUST1026,Starbucks CP,Delhi,Matcha Latte,Tea,Venti,2.0,360,15.0,612,card,1,Yes,app
TXN00436,2026-05-09,CUST1149,Starbucks Hitech City,Hyderabad,Iced Tea,Tea,Tall,1.0,245,15.0,208.25,Wallet,3,Yes,Walk-in
TXN00437,2025-10-31,CUST1009,Starbucks Phoenix Mall,Mumbai,Americano,Coffee,Unavailable,2.0,250,0.0,500,UPi,1,No,Zomato
TXN00438,2025-08-23,CUST1138,Starbucks Koregaon Park,Pune,Cappuccino,Coffee,Short,1.0,315,5.0,Unavailable,Unavailable,3.5,Unavailable,app
TXN00439,2025-07-29,CUST1140,starbucks Cyber Hub,Bengaluru,Caramel Macchiato,Coffee,Grande,1.0,320,5.0,Unavailable,Unavailable,2,Unavailable,Unavailable
TXN00440,2025-10-20,CUST1123,Starbucks Indiranagar,Noida,Americano,Coffee,Venti,2.0,240,20.0,384,Unavailable,3,no,Unavailable
TXN00441,2025-03-27,CUST1141,Starbucks MI Road,Jaipur,Espresso,Coffee,Unavailable,1.0,200,5.0,Unavailable,card,1,no,Unavailable
TXN00442,Unavailable,CUST1095,Star bucks Cyber Hub,Bengaluru,Cold Brew,Coffee,Grande,0.0,325,5.0,0,Unavailable,3,Yes,Walk-in
TXN00443,2026-05-16,CUST1098,Starbucks Hitech City,Hyderabad,Java Chip Frappuccino,Frappuccino,Tall,2.0,365,20.0,584,UPi,5,Unavailable,App
TXN00444,06-15-2025,CUST1098,Starbucks Koregaon Park,Pune,Chocolate Croissant,Bakery,Short,2.0,200,5.0,Unavailable,Unavailable,3,No,Unavailable
TXN00445,02/04/2025,CUST1088,Starbucks Koregaon Park,Pune,Americano,Coffee,Unavailable,-1.0,250,20.0,-200,card,6,Yes,Delivery
TXN00446,2026-03-18,CUST1034,Starbucks MI Road,Jaipur,Spinach Feta Wrap,Food,Unavailable,1.0,290,20.0,232,Wallet,five,No,Swiggy
TXN00447,2025-04-22,CUST1096,Starbucks Mall Road,Ludhiana,Caffè Latte,Coffee,Unavailable,2.0,310,10.0,508,UPI,3.5,Yes,App
TXN00448,2025-01-08,CUST1068,Starbucks Cyber Hub,Bengaluru,Americano,Coffee,Unavailable,1.0,230,0.0,Unavailable,UPi,2,YES,app
TXN00449,2025-12-05,CUST1102,Starbucks Sector 17,Chandigarh,Cappuccino,Coffee,grande,4.0,290,20.0,Unavailable,Wallet,6,YES,Unavailable
TXN00450,2025-11-26,CUST1011,Star bucks Cyber Hub,Bengaluru,Pumpkin Spice Latte,Coffee,Short,0.0,415,5.0,Unavailable,Unavailable,3.5,no,Walk-in
TXN00451,2025-05-27,CUST1022,Starbucks Indiranagar,Noida,Cappuccino,Coffee,Unavailable,1.0,290,20.0,232,Cash,5,no,Walk-in
TXN00452,Unavailable,CUST1071,Star bucks CP,Delhi,Matcha Latte,Tea,Grande,2.0,335,5.0,636.5,Cash,3,Unavailable,Unavailable
TXN00453,2026-01-26,CUST1066,Starbucks MI Road,Jaipur,Cold Brew,Coffee,Grande,2.0,310,0.0,ERROR,UPi,4.5,No,app
TXN00454,02-02-2026,CUST1032,Starbucks Sector-35,Gurugram,Java Chip Frappuccino,Frappuccino,Unavailable,2.0,355,0.0,710,Card,6,Unavailable,Unavailable
TXN00455,2025-05-30,CUST1128,Starbucks Phoenix Mall,Mumbai,Cappuccino,Coffee,Unavailable,2.0,290,5.0,Unavailable,Wallet,Unavailable,no,Zomato
TXN00456,2025-02-23,CUST1100,Starbucks Cyber Hub,Bengaluru,Chocolate Croissant,Bakery,Venti,3.0,190,0.0,570,Card,4,Unavailable,Unavailable
TXN00457,Unavailable,CUST1140,Starbucks CP,Delhi,Cappuccino,Coffee,Tall,3.0,290,20.0,696,card,3.5,no,Delivery
TXN00458,20/07/2025,CUST1147,Starbucks Cyber Hub,Bengaluru,Pumpkin Spice Latte,Coffee,Unavailable,0.0,405,10.0,0,Unavailable,3,Unavailable,Delivery
TXN00459,21/03/2026,Unavailable,Starbucks Sector-35,Gurugram,Turkey Sandwich,Merchandise,Venti,1.0,360,0.0,360,Unavailable,2,Unavailable,Walk-in
TXN00460,26/03/2025,CUST1130,starbucks Hitech City,Hyderabad,Blueberry Muffin,Bakery,Unavailable,4.0,215,10.0,774,card,Unavailable,Unavailable,Walk-in
TXN00461,Unavailable,CUST1047,Starbucks Indiranagar,Noida,Blueberry Muffin,Bakery,Unavailable,0.0,190,20.0,0,UPI,5,Unavailable,Walk-in
TXN00462,2025-11-18,CUST1052,STARBUCKS Phoenix Mall,Mumbai,Blueberry Muffin,Bakery,Tall,1.0,205,0.0,205,UPI,6,Yes,Zomato
TXN00463,28/10/2025,CUST1080,Star bucks Koregaon Park,Pune,Cappuccino,Coffee,Short,4.0,280,0.0,1120,UPI,4,Unavailable,App
TXN00464,03/01/2026,CUST1108,Starbucks Sector-35,Gurugram,Mocha,Bakery,Venti,2.0,330,0.0,660,Unavailable,6,no,Walk-in
TXN00465,2025-10-03,CUST1130,Starbucks CP,Delhi,Americano,Coffee,Unavailable,1.0,265,5.0,Unavailable,Unavailable,4,Yes,Swiggy
TXN00466,2025-04-02,CUST1069,Starbucks CP,Delhi,Cold Brew,Coffee,Grande,1.0,310,5.0,Unavailable,Unavailable,3.5,No,Unavailable
TXN00467,2026-05-17,CUST1146,Starbucks Indiranagar,Noida,Cold Brew,Coffee,Tall,1.0,290,5.0,Unavailable,Cash,5,YES,Unavailable
TXN00468,11/05/2025,CUST1039,Starbucks MI Road,Jaipur,Caramel Macchiato,Coffee,grande,-1.0,355,5.0,Unavailable,Card,6,Unavailable,app
TXN00469,2025-12-29,CUST1109,Starbucks Phoenix Mall,Mumbai,Chocolate Croissant,Bakery,Short,1.0,225,20.0,Unavailable,card,Unavailable,Unavailable,Walk-in
TXN00470,19/06/2025,CUST1141,Starbucks Cyber Hub,Bengaluru,Americano,Coffee,Unavailable,1.0,250,0.0,ERROR,Unavailable,2,Unavailable,Walk-in
TXN00471,13/02/2025,CUST1134,Starbucks Hitech City,Hyderabad,Java Chip Frappuccino,Food,Venti,1.0,400,20.0,320,UPi,five,Yes,Unavailable
TXN00472,2025-05-01,CUST1067,Starbucks Sector-35,Gurugram,Matcha Latte,Tea,Short,1.0,345,15.0,293.25,card,4,Unavailable,App
TXN00473,2025-12-03,CUST1089,Starbucks Sector 17,Chandigarh,Turkey Sandwich,Food,Grande,0.0,360,0.0,0,Unavailable,4.5,no,Swiggy
TXN00474,2025-09-14,CUST1076,Starbucks Sector 17,Chandigarh,Cold Brew,Coffee,grande,4.0,300,0.0,1200,UPI,Unavailable,no,Unavailable
TXN00475,2025-02-11,CUST1084,STARBUCKS Cyber Hub,Bengaluru,Caramel Macchiato,Coffee,Unavailable,4.0,355,0.0,1420,card,4.5,Yes,Unavailable
TXN00476,not available,CUST1032,Starbucks Sector-35,Gurugram,Matcha Latte,Tea,Short,1.0,370,15.0,314.5,Card,3.5,Unavailable,app
TXN00477,26/03/2025,CUST1130,Starbucks Koregaon Park,Pune,Java Chip Frappuccino,Frappuccino,Unavailable,1.0,390,20.0,ERROR,Wallet,Unavailable,no,Walk-in
TXN00478,2025-05-16,CUST1049,Starbucks Phoenix Mall,Mumbai,Chocolate Croissant,Bakery,Grande,1.0,210,5.0,199.5,Card,6,no,Unavailable
TXN00479,2026-03-14,CUST1093,Starbucks MI Road,Jaipur,Espresso,Coffee,VENTI,2.0,215,5.0,408.5,Card,4.5,No,App
TXN00480,2025-09-16,CUST1028,starbucks Indiranagar,Noida,Caffè Latte,Merchandise,VENTI,2.0,275 INR,5.0,Unavailable,UPi,5,No,Zomato
TXN00481,2025-07-15,CUST1025,Star bucks CP,Delhi,Mocha,Coffee,Unavailable,1.0,310,0.0,310,Wallet,6,Unavailable,Delivery
TXN00482,2026-04-05,CUST1123,Starbucks Hitech City,Hyderabad,Caffè Latte,Coffee,Tall,-1.0,285,10.0,-256.5,Cash,five,Unavailable,Zomato
TXN00483,03-18-2025,CUST1098,Starbucks MI Road,Jaipur,Chocolate Croissant,Bakery,Short,1.0,210,0.0,210,Cash,4,Yes,Delivery
TXN00484,2025-09-23,CUST1068,Starbucks Sector-35,Gurugram,Pumpkin Spice Latte,Coffee,grande,1.0,405,5.0,ERROR,Card,Unavailable,Unavailable,Delivery
TXN00485,02/01/2025,CUST1094,Starbucks Cyber Hub,Bengaluru,Turkey Sandwich,Food,grande,2.0,350,0.0,700,Cash,4,no,Zomato
TXN00486,17/01/2025,CUST1097,Starbucks Koregaon Park,Pune,Cappuccino,Coffee,Short,1.0,305,15.0,259.25,Unavailable,4,No,app
TXN00487,not available,CUST1126,Starbucks Cyber Hub,Bengaluru,Americano,Coffee,Short,4.0,265,0.0,1060,Unavailable,Unavailable,Unavailable,Delivery
TXN00488,2025-05-27,CUST1103,Starbucks Indiranagar,Noida,Iced Tea,Tea,Tall,1.0,230,0.0,230,UPI,3.5,no,Unavailable
TXN00489,2025-01-14,CUST1086,Starbucks CP,Delhi,Caffè Latte,Coffee,Venti,1.0,265,0.0,365,card,4,YES,Unavailable
TXN00490,2025-04-16,CUST1106,Starbucks Sector 17,Chandigarh,Caramel Macchiato,Coffee,Unavailable,2.0,340,5.0,Unavailable,Cash,2,YES,Zomato
TXN00491,2025-08-18,CUST1085,Starbucks Phoenix Mall,Mumbai,Mocha,Coffee,Tall,4.0,345,0.0,1380,Cash,Unavailable,No,Unavailable
TXN00492,Unavailable,CUST1094,Starbucks Indiranagar,Noida,Espresso,Coffee,Grande,4.0,190,0.0,760,Card,5,No,Delivery
TXN00493,2025-10-13,CUST1032,Starbucks Indiranagar,Noida,Cappuccino,Coffee,Unavailable,0.0,290,0.0,0,Unavailable,2,Unavailable,Unavailable
TXN00494,2026-05-20,CUST1107,Starbucks MI Road,Jaipur,Pumpkin Spice Latte,Coffee,Short,1.0,390,5.0,370.5,UPI,3.5,No,app
TXN00495,2025-04-23,CUST1035,Starbucks Mall Road,Ludhiana,Caffè Latte,Coffee,Unavailable,1.0,310,15.0,263.5,Wallet,five,No,Swiggy
TXN00496,04-19-2025,Unavailable,Starbucks MI Road,Jaipur,Caffè Latte,Coffee,Tall,1.0,265,20.0,212,Unavailable,1,No,Delivery
